id,query,reply,reply_sort,label,query_cut,reply_cut
1542,这个小区有产权证吗,是的  这边的环境 各方面要比那边好很多的   ,4,0,这个 小区 有 产权证 吗,是 的     这边 的 环境   各 方面 要 比 那边 好 很多 的      
1543,好的，我想再了解一下，你卖的这套是哪一栋的？,您是考虑买这个户型的房子吗,0,0,好 的 ， 我 想 再 了解 一下 ， 你 卖 的 这套 是 哪 一栋 的 ？,您 是 考虑 买 这个 户型 的 房子 吗
1543,好的，我想再了解一下，你卖的这套是哪一栋的？,有一套还可以,1,0,好 的 ， 我 想 再 了解 一下 ， 你 卖 的 这套 是 哪 一栋 的 ？,有 一套 还 可以
1543,好的，我想再了解一下，你卖的这套是哪一栋的？,您是买了自住还是投资,2,0,好 的 ， 我 想 再 了解 一下 ， 你 卖 的 这套 是 哪 一栋 的 ？,您 是 买 了 自住 还是 投资
1543,好的，我想再了解一下，你卖的这套是哪一栋的？,好的,3,0,好 的 ， 我 想 再 了解 一下 ， 你 卖 的 这套 是 哪 一栋 的 ？,好 的
1543,好的，我想再了解一下，你卖的这套是哪一栋的？,?有什么问题也可以随时咨询我,4,0,好 的 ， 我 想 再 了解 一下 ， 你 卖 的 这套 是 哪 一栋 的 ？,? 有 什么 问题 也 可以 随时 咨询 我
1544,这套也可以一起看下不,好的,0,0,这套 也 可以 一起 看下 不,好 的
1544,这套也可以一起看下不,中芯花园也可以看,1,0,这套 也 可以 一起 看下 不,中芯 花园 也 可以 看
1544,这套也可以一起看下不,不是,2,0,这套 也 可以 一起 看下 不,不是
1545,明天看房方便吗,方便的 你这边几点有空,0,1,明天 看房 方便 吗,方便 的   你 这边 几点 有空
1545,明天看房方便吗,留个号码 到时候好联系,1,0,明天 看房 方便 吗,留个 号码   到时候 好 联系
1546,行，哪天我抽空去看看,格林改地热的挺好。,0,0,行 ， 哪天 我 抽空去 看看,格林 改 地热 的 挺 好 。
1546,行，哪天我抽空去看看,17年装修的。,1,0,行 ， 哪天 我 抽空去 看看,17 年 装修 的 。
1546,行，哪天我抽空去看看,住两年。,2,0,行 ， 哪天 我 抽空去 看看,住 两年 。
1547,这套房源价格还有优惠空间么？,建议您点击【确定授权并查看报告】了解房源更多详情,0,0,这 套房 源 价格 还有 优惠 空间 么 ？,建议您 点击 【 确定 授权 并 查看 报告 】 了解 房源 更 多 详情
1547,这套房源价格还有优惠空间么？,请问您付款方式怎么样，价格我可以和业主沟通一下,1,1,这 套房 源 价格 还有 优惠 空间 么 ？,请问 您 付款 方式 怎么样 ， 价格 我 可以 和 业主 沟通 一下
1547,这套房源价格还有优惠空间么？,您好，请问周末有时间过来看看吗？,2,0,这 套房 源 价格 还有 优惠 空间 么 ？,您好 ， 请问 周末 有 时间 过来 看看 吗 ？
1548,这个能看吗,可以的,0,1,这个 能 看 吗,可以 的
1548,这个能看吗,什么时候看,1,0,这个 能 看 吗,什么 时候 看
1548,这个能看吗,我的电话,2,0,这个 能 看 吗,我 的 电话
1549,那能看吗？,可以看，是房东自己住，看房不是很方便,0,1,那能 看 吗 ？,可以 看 ， 是 房东 自己 住 ， 看房 不是 很 方便
1549,那能看吗？,要不我们用VR看一下房子,1,1,那能 看 吗 ？,要 不 我们 用 VR 看 一下 房子
1549,那能看吗？,如果觉得可以我们在约房东看房,2,0,那能 看 吗 ？,如果 觉得 可以 我们 在 约 房东 看房
1550,这房贷款首付需付多少,我算下,0,1,这房 贷款 首付 需付 多少,我算下
1550,这房贷款首付需付多少,这个,1,0,这房 贷款 首付 需付 多少,这个
1550,这房贷款首付需付多少,您是对这套房子比较中意吗,2,0,这房 贷款 首付 需付 多少,您 是 对 这套 房子 比较 中意 吗
1551,我这周找时间去看看,好的😊,0,0,我 这周 找 时间 去 看看,好 的 😊
1551,我这周找时间去看看,二套商品房能贷款187万,1,0,我 这周 找 时间 去 看看,二套 商品房 能 贷款 187 万
1551,我这周找时间去看看,是的,2,0,我 这周 找 时间 去 看看,是 的
1552,63包干可能吗,你能接受多少钱总价的？,0,0,63 包干 可能 吗,你 能 接受 多少 钱 总价 的 ？
1552,63包干可能吗,不能包干？,1,0,63 包干 可能 吗,不能 包干 ？
1552,63包干可能吗,价格看中可以少点,2,1,63 包干 可能 吗,价格 看中 可以 少 点
1553,你那边还有了解到金域华府套2的有房源吗,金域华府在售的房源比较少。,0,1,你 那边 还有 了解 到 金域 华府 套 2 的 有 房源 吗,金域 华府 在售 的 房源 比较 少 。
1553,你那边还有了解到金域华府套2的有房源吗,目前就这一套。,1,1,你 那边 还有 了解 到 金域 华府 套 2 的 有 房源 吗,目前 就 这 一套 。
1553,你那边还有了解到金域华府套2的有房源吗,这套外面平台挺大的，可以好好利用,2,0,你 那边 还有 了解 到 金域 华府 套 2 的 有 房源 吗,这套 外面 平台 挺大 的 ， 可以 好好 利用
1554,我想看一下房子,谢小姐，最近有在看房吗,0,0,我 想 看 一下 房子,谢小姐 ， 最近 有 在 看房 吗
1554,我想看一下房子,我给你推荐一套碧海的2房,1,0,我 想 看 一下 房子,我 给 你 推荐 一套 碧海 的 2 房
1554,我想看一下房子,挺不错的,2,0,我 想 看 一下 房子,挺不错 的
1555,我想看下这套,有,0,0,我 想 看 下 这套,有
1555,我想看下这套,这个小区对口的小学是成都市郫县思源学校小学部。,1,0,我 想 看 下 这套,这个 小区 对口 的 小学 是 成都市 郫县 思源 学校 小学部 。
1555,我想看下这套,您想看套二还是套三呢,2,0,我 想 看 下 这套,您 想 看套 二 还是 套 三 呢
1556,这是几期,3期的,0,1,这是 几期,3 期 的
1556,这是几期,这套看过吗,1,0,这是 几期,这套 看过 吗
1556,这是几期,二期,2,0,这是 几期,二期
1556,这是几期,之前带客户看过当时沟通的可以满两年过户,3,0,这是 几期,之前 带 客户 看过 当时 沟通 的 可以 满 两年 过户
1556,这是几期,12月,4,0,这是 几期,12 月
1557,这套房源价格还有优惠空间吗？,您好,0,0,这 套房 源 价格 还有 优惠 空间 吗 ？,您好
1557,这套房源价格还有优惠空间吗？,房子看中价格可谈,1,1,这 套房 源 价格 还有 优惠 空间 吗 ？,房子 看中 价格 可谈
1558,这个是底价了？,62平980,0,0,这个 是 底价 了 ？,62 平 980
1558,这个是底价了？,所有户型加起来50套诚心卖不诚心卖的,1,0,这个 是 底价 了 ？,所有 户型 加 起来 50 套 诚心 卖 不 诚心 卖 的
1558,这个是底价了？,单价是低一点,2,0,这个 是 底价 了 ？,单价 是 低 一点
1559,价格还有的谈吗,这套房子在链家我负责维护，价格空间的，东荷小学，金川中学,0,1,价格 还有 的 谈 吗,这套 房子 在 链家 我 负责 维护 ， 价格 空间 的 ， 东荷 小学 ， 金川 中学
1559,价格还有的谈吗,金桥国际附近不是建平九年的学区吗,1,0,价格 还有 的 谈 吗,金桥 国际 附近 不是 建平 九年 的 学区 吗
1559,价格还有的谈吗,就是金桥国际东边的了😂,2,0,价格 还有 的 谈 吗,就是 金桥 国际 东边 的 了 😂
1560,这个房子可以贷款吗,您是说昆仑花园的那一套么,0,0,这个 房子 可以 贷款 吗,您 是 说 昆仑 花园 的 那 一套 么
1560,这个房子可以贷款吗,这套一室的68万的业主要求全款。,1,0,这个 房子 可以 贷款 吗,这套 一室 的 68 万 的 业主 要求 全款 。
1560,这个房子可以贷款吗,您是说付款方式么,2,0,这个 房子 可以 贷款 吗,您 是 说 付款 方式 么
1560,这个房子可以贷款吗,这个业主是要求全款客户，目前还没有商贷客户谈过这个条件。,3,0,这个 房子 可以 贷款 吗,这个 业主 是 要求 全款 客户 ， 目前 还 没有 商贷 客户 谈过 这个 条件 。
1560,这个房子可以贷款吗,您可以实地看一下房子，如果看的比较满意，您可以和我说下您的情况，和业主聊聊看看。,4,0,这个 房子 可以 贷款 吗,您 可以 实地 看 一下 房子 ， 如果 看 的 比较满意 ， 您 可以 和 我 说 下 您 的 情况 ， 和 业主 聊聊 看看 。
1561,400万能卖吗,不行，上次有客户出422都没签,0,0,400 万能 卖 吗,不行 ， 上次 有 客户 出 422 都 没签
1561,400万能卖吗,业主现在425万签字,1,1,400 万能 卖 吗,业主 现在 425 万 签字
1561,400万能卖吗,没有了,2,0,400 万能 卖 吗,没有 了
1562,位置在哪,加油站后身,0,1,位置 在 哪,加油站 后 身
1562,位置在哪,紧邻加油站,1,1,位置 在 哪,紧邻 加油站
1562,位置在哪,我说的是均价,2,0,位置 在 哪,我 说 的 是 均价
1563,您好，请问这个房子周边有哪些学校？,读大雁小学,0,1,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,读 大雁 小学
1563,您好，请问这个房子周边有哪些学校？,94中学,1,0,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,94 中学
1563,您好，请问这个房子周边有哪些学校？,生活便利,2,0,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,生活 便利
1563,您好，请问这个房子周边有哪些学校？,楼下就是商业一条街，有很多吃的和永辉超市,3,0,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,楼下 就是 商业 一条街 ， 有 很多 吃 的 和 永辉 超市
1563,您好，请问这个房子周边有哪些学校？,金吉儿健身,4,0,您好 ， 请问 这个 房子 周边 有 哪些 学校 ？,金吉儿 健身
1564,价格什么还有优惠吗,价格看好了可以谈谈,0,1,价格 什么 还有 优惠 吗,价格 看好 了 可以 谈谈
1564,价格什么还有优惠吗,首付30%约20万,1,0,价格 什么 还有 优惠 吗,首付 30% 约 20 万
1564,价格什么还有优惠吗,您来看看房子？,2,0,价格 什么 还有 优惠 吗,您 来 看看 房子 ？
1565,是精装房么,你是本地还是外地？,0,0,是 精装 房 么,你 是 本地 还是 外地 ？
1565,是精装房么,开发商交房的时候就是精装修的,1,1,是 精装 房 么,开发商 交房 的 时候 就是 精装修 的
1565,是精装房么,是要买哪里的学区房？,2,0,是 精装 房 么,是 要 买 哪里 的 学区 房 ？
1566,你好我想先问一下公积金缴纳多长时间可以贷款啊,没事，客气了,0,0,你好 我 想 先 问 一下 公积金 缴纳 多长时间 可以 贷款 啊,没事 ， 客气 了
1566,你好我想先问一下公积金缴纳多长时间可以贷款啊,想在哪块买房子啊？,1,0,你好 我 想 先 问 一下 公积金 缴纳 多长时间 可以 贷款 啊,想 在 哪块 买房子 啊 ？
1566,你好我想先问一下公积金缴纳多长时间可以贷款啊,好的，你可以加我微信,2,0,你好 我 想 先 问 一下 公积金 缴纳 多长时间 可以 贷款 啊,好 的 ， 你 可以 加 我 微信
1566,你好我想先问一下公积金缴纳多长时间可以贷款啊,PHONE,3,0,你好 我 想 先 问 一下 公积金 缴纳 多长时间 可以 贷款 啊,PHONE
1566,你好我想先问一下公积金缴纳多长时间可以贷款啊,想买时候我带你去看,4,0,你好 我 想 先 问 一下 公积金 缴纳 多长时间 可以 贷款 啊,想 买 时候 我 带你去 看
1567,业主最低啥价位可以出啊,业主价格暂时能谈空间很小,0,1,业主 最低 啥 价位 可以 出 啊,业主 价格 暂时 能谈 空间 很小
1567,业主最低啥价位可以出啊,不是很着急,1,0,业主 最低 啥 价位 可以 出 啊,不是 很着急
1567,业主最低啥价位可以出啊,您可以先看看房子，看完咱直接和业主见面聊,2,0,业主 最低 啥 价位 可以 出 啊,您 可以 先 看看 房子 ， 看 完 咱 直接 和 业主 见面 聊
1568,这个房子你觉得单价最低能多钱卖?税费大概多少？,这个房子是小区里独梯独户的特殊户型,0,0,这个 房子 你 觉得 单价 最低 能 多 钱 卖 ? 税费 大概 多少 ？,这个 房子 是 小区 里 独梯 独户 的 特殊 户型
1568,这个房子你觉得单价最低能多钱卖?税费大概多少？,您是需要贷款多少？,1,0,这个 房子 你 觉得 单价 最低 能 多 钱 卖 ? 税费 大概 多少 ？,您 是 需要 贷款 多少 ？
1568,这个房子你觉得单价最低能多钱卖?税费大概多少？,全款的话，税费是70万,2,0,这个 房子 你 觉得 单价 最低 能 多 钱 卖 ? 税费 大概 多少 ？,全款 的话 ， 税费 是 70 万
1569,付款方式需要好么,打个比方，买你房子的客户需要卖房子咋办,0,0,付款 方式 需要 好 么,打个比方 ， 买 你 房子 的 客户 需要 卖房子 咋办
1569,付款方式需要好么,嗯嗯?,1,0,付款 方式 需要 好 么,嗯 嗯 ?
1569,付款方式需要好么,是啊,2,0,付款 方式 需要 好 么,是 啊
1569,付款方式需要好么,所以你找个正常首付3.5成或者7成的客户来买你的房子呀,3,0,付款 方式 需要 好 么,所以 你 找个 正常 首付 3.5 成 或者 7 成 的 客户 来 买 你 的 房子 呀
1569,付款方式需要好么,或者说房子已经卖掉了的,4,0,付款 方式 需要 好 么,或者说 房子 已经 卖掉 了 的
1570,50w能下来嘛,不能,0,1,50w 能 下来 嘛,不能
1570,50w能下来嘛,80万左右的,1,1,50w 能 下来 嘛,80 万左右 的
1570,50w能下来嘛,首付50万,2,0,50w 能 下来 嘛,首付 50 万
1571,怎么付款税最低,您这样贷款就行，带车位的话目前300以上,0,0,怎么 付款 税 最低,您 这样 贷款 就行 ， 带 车位 的话 目前 300 以上
1571,怎么付款税最低,305应该差不多，业主定房了,1,1,怎么 付款 税 最低,305 应该 差不多 ， 业主 定房 了
1571,怎么付款税最低,很诚意出售,2,0,怎么 付款 税 最低,很 诚意 出售
1572,看啥房子,这个房子是复式大五房。,0,0,看 啥 房子,这个 房子 是 复式 大五房 。
1572,看啥房子,下面两个房，上面三个房，每个房间都朝南，上面还有个很大的客厅。,1,0,看 啥 房子,下面 两个 房 ， 上面 三个 房 ， 每个 房间 都 朝南 ， 上面 还有 个 很大 的 客厅 。
1572,看啥房子,好的，那我再帮你留意。,2,0,看 啥 房子,好 的 ， 那 我 再 帮 你 留意 。
1573,南北标准户型吗,6楼,0,0,南北 标准 户型 吗,6 楼
1573,南北标准户型吗,是南北,1,1,南北 标准 户型 吗,是 南北
1573,南北标准户型吗,南北标准户型,2,1,南北 标准 户型 吗,南北 标准 户型
1573,南北标准户型吗,还在吗？,3,0,南北 标准 户型 吗,还 在 吗 ？
1573,南北标准户型吗,方便,4,0,南北 标准 户型 吗,方便
1574,我想去看下这套房子,都是正常的层高,0,0,我 想 去 看 下 这套 房子,都 是 正常 的 层高
1574,我想去看下这套房子,下午咱们过去带上工具，量一下,1,0,我 想 去 看 下 这套 房子,下午 咱们 过去 带上 工具 ， 量 一下
1574,我想去看下这套房子,两层一起是5.9米,2,0,我 想 去 看 下 这套 房子,两层 一起 是 5.9 米
1575,价格还能谈吗,😂😂不方便接听,0,0,价格 还 能 谈 吗,😂 😂 不 方便 接听
1575,价格还能谈吗,价格还能谈一点。,1,1,价格 还 能 谈 吗,价格 还 能 谈 一点 。
1575,价格还能谈吗,252,2,0,价格 还 能 谈 吗,252
1576,有房产证吗,有的,0,1,有 房产证 吗,有 的
1576,有房产证吗,是的,1,0,有 房产证 吗,是 的
1576,有房产证吗,您预算多少，我给您推荐一下,2,0,有 房产证 吗,您 预算 多少 ， 我 给 您 推荐 一下
1576,有房产证吗,您考虑城阳吗,3,0,有 房产证 吗,您 考虑 城阳 吗
1577,明天看看房子吧,可以！上午下午，几点😊,0,1,明天 看看 房子 吧,可以 ！ 上午 下午 ， 几点 😊
1577,明天看看房子吧,您贵姓,1,0,明天 看看 房子 吧,您 贵姓
1577,明天看看房子吧,10点可以吗,2,0,明天 看看 房子 吧,10 点 可以 吗
1578,没有满五年，税贵吗,没有满五,0,0,没有 满 五年 ， 税贵 吗,没有 满五
1578,没有满五年，税贵吗,现在市场满五的很少,1,0,没有 满 五年 ， 税贵 吗,现在 市场 满五 的 很少
1578,没有满五年，税贵吗,一个点的个税,2,1,没有 满 五年 ， 税贵 吗,一个点 的 个 税
1578,没有满五年，税贵吗,周边房源充足,3,0,没有 满 五年 ， 税贵 吗,周边 房源 充足
1578,没有满五年，税贵吗,方便看房,4,0,没有 满 五年 ， 税贵 吗,方便 看房
1579,目前位置吗,给您万业吗,0,0,目前 位置 吗,给 您 万业 吗
1579,目前位置吗,万业吗,1,0,目前 位置 吗,万业 吗
1579,目前位置吗,目前住哪里呢,2,0,目前 位置 吗,目前 住 哪里 呢
1580,侨力大厦这个房子什么时候可以看房？,您明天有时间吗？,0,1,侨力 大厦 这个 房子 什么 时候 可以 看房 ？,您 明天 有 时间 吗 ？
1580,侨力大厦这个房子什么时候可以看房？,这边安排一下,1,1,侨力 大厦 这个 房子 什么 时候 可以 看房 ？,这边 安排 一下
1580,侨力大厦这个房子什么时候可以看房？,5号下午对吗？ 我问问哈,2,0,侨力 大厦 这个 房子 什么 时候 可以 看房 ？,5 号 下午 对 吗 ？   我 问问 哈
1581,能看房子吗？,可以看房子,0,1,能 看 房子 吗 ？,可以 看 房子
1581,能看房子吗？,什么时候过来,1,1,能 看 房子 吗 ？,什么 时候 过来
1581,能看房子吗？,好的,2,0,能 看 房子 吗 ？,好 的
1582,可以看看房子吗？,有的,0,0,可以 看看 房子 吗 ？,有 的
1582,可以看看房子吗？,稍等,1,0,可以 看看 房子 吗 ？,稍 等
1583,你好，请问这套房子有没有增税,有的哦,0,1,你好 ， 请问 这套 房子 有没有 增税,有 的 哦
1583,你好，请问这套房子有没有增税,这个小区都有,1,1,你好 ， 请问 这套 房子 有没有 增税,这个 小区 都 有
1583,你好，请问这套房子有没有增税,还没满二,2,0,你好 ， 请问 这套 房子 有没有 增税,还 没满 二
1583,你好，请问这套房子有没有增税,这个房子的价格就是这么多了,3,0,你好 ， 请问 这套 房子 有没有 增税,这个 房子 的 价格 就是 这么 多 了
1583,你好，请问这套房子有没有增税,我们贝壳都是真房实价,4,0,你好 ， 请问 这套 房子 有没有 增税,我们 贝壳 都 是 真房 实价
1584,一楼采光会不会有问题,您留个电话，看看您什么时候有时间，我约一下，咱们去啦哦了,0,0,一楼 采光 会 不会 有 问题,您 留个 电话 ， 看看 您 什么 时候 有 时间 ， 我 约 一下 ， 咱们 去 啦 哦 了
1584,一楼采光会不会有问题,咱们去看看,1,0,一楼 采光 会 不会 有 问题,咱们 去 看看
1584,一楼采光会不会有问题,不会的,2,1,一楼 采光 会 不会 有 问题,不会 的
1584,一楼采光会不会有问题,都是6层到顶的，采光不会有什么影响,3,1,一楼 采光 会 不会 有 问题,都 是 6 层到 顶 的 ， 采光 不会 有 什么 影响
1584,一楼采光会不会有问题,而且咱们这是金角，更不影响了,4,1,一楼 采光 会 不会 有 问题,而且 咱们 这是 金角 ， 更 不 影响 了
1585,这个今天可以看吗,几点钟大概,0,1,这个 今天 可以 看 吗,几点钟 大概
1585,这个今天可以看吗,两点半？,1,0,这个 今天 可以 看 吗,两点 半 ？
1585,这个今天可以看吗,有个525的,2,0,这个 今天 可以 看 吗,有个 525 的
1586,到时候过去看房直接可以看现房是吧,要不这样吧，我给您发起线上看房吧,0,0,到时候 过 去看房 直接 可以 看 现房 是 吧,要 不 这样 吧 ， 我 给 您 发起 线上 看房 吧
1586,到时候过去看房直接可以看现房是吧,是的,1,0,到时候 过 去看房 直接 可以 看 现房 是 吧,是 的
1586,到时候过去看房直接可以看现房是吧,我们有VR 如视看房，您现在方便接听吗,2,0,到时候 过 去看房 直接 可以 看 现房 是 吧,我们 有 VR   如视 看房 ， 您 现在 方便 接听 吗
1587,这个能看吗,可以的。您这边方便给个联系方式或者加个微信？可以带您实地看看,0,0,这个 能 看 吗,可以 的 。 您 这边 方便 给 个 联系方式 或者 加个 微信 ？ 可以 带 您 实地 看看
1587,这个能看吗,这边稍后加您一下，给您安排好带您实地看看。,1,0,这个 能 看 吗,这边 稍后 加 您 一下 ， 给 您 安排 好 带 您 实地 看看 。
1587,这个能看吗,好的没问题。那我这边帮您约一下业主。,2,1,这个 能 看 吗,好 的 没 问题 。 那 我 这边 帮 您 约 一下 业主 。
1588,初中,中兴中学,0,1,初中,中兴 中学
1588,初中,直升,1,0,初中,直升
1588,初中,是的,2,0,初中,是 的
1589,3楼和7楼同一个户型？,同户型，7楼的采光好,0,1,3 楼 和 7 楼 同一个 户型 ？,同 户型 ， 7 楼 的 采光 好
1589,3楼和7楼同一个户型？,这个是2楼的,1,0,3 楼 和 7 楼 同一个 户型 ？,这个 是 2 楼 的
1589,3楼和7楼同一个户型？,请问您这边是全国无贷款记录吗？,2,0,3 楼 和 7 楼 同一个 户型 ？,请问 您 这边 是 全国 无 贷款 记录 吗 ？
1589,3楼和7楼同一个户型？,那就是有贷款记录的，那需要首付四成的,3,0,3 楼 和 7 楼 同一个 户型 ？,那 就是 有 贷款 记录 的 ， 那 需要 首付 四成 的
1589,3楼和7楼同一个户型？,不客气的,4,0,3 楼 和 7 楼 同一个 户型 ？,不 客气 的
1590,挡光吗,这个楼层低，会稍微有点按，,0,1,挡光 吗,这个 楼层 低 ， 会 稍微 有点 按 ，
1590,挡光吗,您之前看过这个小区吗？,1,0,挡光 吗,您 之前 看过 这个 小区 吗 ？
1590,挡光吗,这个户型现在这个是最便宜，就是楼层低点，还有个132平190万的17楼，,2,0,挡光 吗,这个 户型 现在 这个 是 最 便宜 ， 就是 楼层 低点 ， 还有 个 132 平 190 万 的 17 楼 ，
1591,这套最低多少钱,255,0,1,这套 最低 多少 钱,255
1591,这套最低多少钱,业主不着急,1,0,这套 最低 多少 钱,业主 不 着急
1591,这套最低多少钱,现在价格都涨上来,2,0,这套 最低 多少 钱,现在 价格 都 涨 上来
1592,这套看房方便嘛,方便的,0,1,这套 看房 方便 嘛,方便 的
1592,这套看房方便嘛,您好，印象春城的房子有时间来看看吗？,1,0,这套 看房 方便 嘛,您好 ， 印象 春城 的 房子 有 时间 来 看看 吗 ？
1592,这套看房方便嘛,另外您这边预算大概多少钱，考虑几房，对于楼层装修户型学区有什么要求，您可以都跟我说下的，我精耕周康5年，所有房子在卖的房子我都了解，可以推荐适合您的房子节省您的时间,2,0,这套 看房 方便 嘛,另外 您 这边 预算 大概 多少 钱 ， 考虑 几房 ， 对于 楼层 装修 户型 学区 有 什么 要求 ， 您 可以 都 跟 我 说 下 的 ， 我 精耕 周康 5 年 ， 所有 房子 在 卖 的 房子 我 都 了解 ， 可以 推荐 适合 您 的 房子 节省 您 的 时间
1593,这个价钱包括家电的嘛,嗯,0,0,这个 价钱 包括 家电 的 嘛,嗯
1593,这个价钱包括家电的嘛,包括,1,0,这个 价钱 包括 家电 的 嘛,包括
1593,这个价钱包括家电的嘛,有的,2,0,这个 价钱 包括 家电 的 嘛,有 的
1593,这个价钱包括家电的嘛,还有其他的户型,3,0,这个 价钱 包括 家电 的 嘛,还有 其他 的 户型
1593,这个价钱包括家电的嘛,这个看过吗,4,0,这个 价钱 包括 家电 的 嘛,这个 看过 吗
1594,附近商业配套咧,周边的的商业配套非常齐全，有盒马先生，欧尚，凯德广场，宜居家居，迪卡侬，富森美家居1，2，3，苏宁广场，永辉超市，凯德天府。,0,1,附近 商业 配套 咧,周边 的 的 商业 配套 非常 齐全 ， 有盒 马先生 ， 欧尚 ， 凯德 广场 ， 宜居 家居 ， 迪卡侬 ， 富 森美 家居 1 ， 2 ， 3 ， 苏宁 广场 ， 永辉 超市 ， 凯德 天府 。
1594,附近商业配套咧,该小区对应的学区是国华生态幼儿园，芳草小学南区，锦城七中。,1,1,附近 商业 配套 咧,该 小区 对应 的 学区 是 国华 生态 幼儿园 ， 芳草 小学 南区 ， 锦城 七中 。
1594,附近商业配套咧,我可以VR,2,0,附近 商业 配套 咧,我 可以 VR
1594,附近商业配套咧,带您看一下,3,0,附近 商业 配套 咧,带 您 看 一下
1594,附近商业配套咧,您可以进入VR给您详细讲解本套房源，讲解本套房源的朝向，户型图，3D户型图，装修，周边配套，学区，医疗，交通等情况,4,0,附近 商业 配套 咧,您 可以 进入 VR 给 您 详细 讲解 本 套房 源 ， 讲解 本 套房 源 的 朝向 ， 户型图 ， 3D 户型图 ， 装修 ， 周边 配套 ， 学区 ， 医疗 ， 交通 等 情况
1595,这个是几期,满二了,0,0,这个 是 几期,满二 了
1595,这个是几期,3期的,1,1,这个 是 几期,3 期 的
1595,这个是几期,没下来呢,2,0,这个 是 几期,没 下来 呢
1595,这个是几期,您那个房子卖了？,3,0,这个 是 几期,您 那个 房子 卖 了 ？
1595,这个是几期,这是15号楼,4,0,这个 是 几期,这是 15 号楼
1596,这是江东帝景一期还是二期,一期的,0,1,这是 江东 帝景 一期 还是 二期,一期 的
1596,这是江东帝景一期还是二期,这个78万的是二期的有高税,1,0,这是 江东 帝景 一期 还是 二期,这个 78 万 的 是 二期 的 有 高税
1596,这是江东帝景一期还是二期,对的没有高税,2,0,这是 江东 帝景 一期 还是 二期,对 的 没有 高税
1596,这是江东帝景一期还是二期,68那个也是二期的有高税,3,0,这是 江东 帝景 一期 还是 二期,68 那个 也 是 二期 的 有 高税
1596,这是江东帝景一期还是二期,这个是一期的没有高税,4,0,这是 江东 帝景 一期 还是 二期,这个 是 一期 的 没有 高税
1597,商贷呢？,盛德欣苑就是高层的,0,0,商贷 呢 ？,盛德 欣苑 就是 高层 的
1597,商贷呢？,清水100方不靠高架带电梯只有22幢有，很久没有房源出来了,1,0,商贷 呢 ？,清水 100 方 不靠 高架 带 电梯 只有 22 幢 有 ， 很久没 有 房源 出来 了
1597,商贷呢？,盛德欣苑可以看看，性价比还不错的,2,0,商贷 呢 ？,盛德 欣苑 可以 看看 ， 性价比 还 不错 的
1597,商贷呢？,有一套20层的,3,0,商贷 呢 ？,有 一套 20 层 的
1597,商贷呢？,价格也不贵,4,0,商贷 呢 ？,价格 也 不贵
1598,有不靠路的吗,有的,0,0,有 不靠 路 的 吗,有 的
1598,有不靠路的吗,您看过小区的房子吧,1,0,有 不靠 路 的 吗,您 看过 小区 的 房子 吧
1599,这个一个小时后能不能看,你好,0,0,这个 一个 小时 后能 不能 看,你好
1599,这个一个小时后能不能看,今天来看房子吗,1,0,这个 一个 小时 后能 不能 看,今天 来看 房子 吗
1599,这个一个小时后能不能看,可以,2,1,这个 一个 小时 后能 不能 看,可以
1600,最近这个价格能过关吗,有的甚至在两万，具体是看地税核出来的是多少,0,0,最近 这个 价格 能 过关 吗,有 的 甚至 在 两万 ， 具体 是 看 地税 核 出来 的 是 多少
1600,最近这个价格能过关吗,2.2保险能过,1,0,最近 这个 价格 能 过关 吗,2.2 保险 能过
1600,最近这个价格能过关吗,您是打算办什么手续吗,2,0,最近 这个 价格 能 过关 吗,您 是 打算 办 什么 手续 吗
1601,这个房子底价多少呀,业主不在青岛了,0,0,这个 房子 底价 多少 呀,业主 不 在 青岛 了
1601,这个房子底价多少呀,在外地要换房，抓紧卖了,1,0,这个 房子 底价 多少 呀,在 外地 要 换房 ， 抓紧 卖 了
1601,这个房子底价多少呀,顶加阁,2,0,这个 房子 底价 多少 呀,顶加阁
1602,您好，请问这个户型有啥优缺点,户型方正，,0,1,您好 ， 请问 这个 户型 有 啥 优缺点,户型 方正 ，
1602,您好，请问这个户型有啥优缺点,您先看房，价格可以谈,1,0,您好 ， 请问 这个 户型 有 啥 优缺点,您 先 看房 ， 价格 可以 谈
1602,您好，请问这个户型有啥优缺点,是的,2,0,您好 ， 请问 这个 户型 有 啥 优缺点,是 的
1602,您好，请问这个户型有啥优缺点,只要咱小区的还是,3,0,您好 ， 请问 这个 户型 有 啥 优缺点,只要 咱 小区 的 还是
1602,您好，请问这个户型有啥优缺点,好的,4,0,您好 ， 请问 这个 户型 有 啥 优缺点,好 的
1603,税费怎么算,两个点的过户费，和一些拆改费,0,1,税费 怎么 算,两个 点 的 过户费 ， 和 一些 拆 改费
1603,税费怎么算,最多一个做,1,0,税费 怎么 算,最 多 一个 做
1603,税费怎么算,月,2,0,税费 怎么 算,月
1603,税费怎么算,比如这套房子63万的话，1.26万过户费，和8000来块钱的拆改费,3,1,税费 怎么 算,比如 这套 房子 63 万 的话 ， 1.26 万 过户费 ， 和 8000 来 块钱 的 拆 改费
